ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Column1,quality
1078,7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,0,5
1079,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,0,6
1080,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,0,6
1081,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,0,6
1082,6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,0,5
1083,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,0,6
1084,7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,0,6
1085,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,0,6
1086,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,0,6
1087,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,0,6
1088,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,0,6
1089,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,0,6
1090,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,0,5
1091,7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,0,5
1092,7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,0,5
1093,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,0,5
1094,6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,0,5
1095,7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2,0,4
1096,6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,0,5
1097,6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,0,5
1098,6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,0,6
1099,6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,0,6
1100,6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,0,6
1101,7.1,0.32,0.32,11,0.038,16,66,0.9937,3.24,0.4,11.5,0,3
1102,5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,0,5
1103,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,0,6
1104,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,0,6
1105,7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,0,5
1106,6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,0,5
1107,6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,0,6
1108,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,0,5
1109,6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,0,6
1110,6.1,0.43,0.35,9.1,0.059,83,249,0.9971,3.37,0.5,8.5,0,5
1111,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,0,5
1112,7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,0,5
1113,5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,0,5
1114,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,0,6
1115,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,0,5
1116,6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9,0,5
1117,7,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,0,6
1118,6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,0,6
1119,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,0,5
1120,7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,0,5
1121,8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,0,6
1122,6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,0,5
1123,6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,0,6
1124,5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,0,6
1125,7,0.24,0.51,11,0.029,55,227,0.9965,3.03,0.61,9.5,0,5
1126,7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,0,6
1127,7.1,0.55,0.13,1.7,0.073,21,165,0.994,2.97,0.58,9.2,0,6
1128,6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,0,6
1129,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,0,5
1130,5.9,0.36,0.41,1.3,0.047,45,104,0.9917,3.33,0.51,10.6,0,6
1131,5.8,0.25,0.24,13.3,0.044,41,137,0.9972,3.34,0.42,9.5,0,5
1132,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,0,5
1133,6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,0,5
1134,6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,0,6
1135,6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,0,6
1136,6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,0,6
1137,7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,0,6
1138,7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,0,6
1139,7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,0,6
1140,7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,0,6
1141,6.3,0.19,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4,0,6
1142,6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,0,6
1143,5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,0,6
1144,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,0,4
1145,6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,0,6
1146,5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,0,5
1147,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,0,4
1148,7.2,0.28,0.54,16.7,0.045,54,200,0.999,3.08,0.49,9.5,0,6
1149,6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,0,6
1150,6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,0,6
1151,6.5,0.3,0.29,2.25,0.037,8,210,0.9937,3.19,0.62,9.9,0,5
1152,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,0,6
1153,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,0,6
1154,7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,0,5
1155,5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,0,6
1156,6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,0,6
1157,7.8,0.34,0.35,1.8,0.042,8,167,0.9908,3.11,0.41,12.1,0,6
1158,7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11,0,6
1159,7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,0,6
1160,6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,0,6
1161,6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,0,5
1162,7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,0,6
1163,5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,0,6
1164,7.2,0.34,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7,0,5
1165,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,0,5
1166,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,0,5
1167,6.9,0.25,0.4,1.3,0.038,22,101,0.9901,3.03,0.39,11.4,0,6
1168,5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,0,6
1169,5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4,0,5
1170,5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,0,6
1171,7.2,0.31,0.46,5,0.04,3,29,0.9906,3.04,0.53,12.5,0,4
1172,6.1,0.28,0.22,1.8,0.034,32,116,0.9898,3.36,0.44,12.6,0,6
1173,5.2,0.36,0.02,1.6,0.031,24,104,0.9896,3.44,0.35,12.2,0,6
1174,5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,0,6
1175,6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,0,6
1176,6.4,0.18,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3,0,5
1177,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,0,6
1178,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,0,6
1179,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,0,6
1180,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,0,5
1181,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,0,5
1182,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,0,6
1183,6.1,0.24,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4,0,5
1184,6.8,0.25,0.24,4.55,0.053,41,211,0.9955,3.37,0.67,9.5,0,6
1185,6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,0,4
1186,7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,0,5
1187,5.5,0.35,0.35,1.1,0.045,14,167,0.992,3.34,0.68,9.9,0,6
1188,6.7,0.24,0.41,8.7,0.036,29,148,0.9952,3.22,0.62,9.9,0,6
1189,6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,0,6
1190,6.4,0.16,0.22,1.4,0.04,41,149,0.9933,3.49,0.58,10,0,6
1191,6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,0,6
1192,7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8,0,6
1193,7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,0,5
1194,8.4,0.35,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4,0,5
1195,6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,0,6
1196,5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,0,5
1197,7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3,0,6
1198,5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,0,5
1199,7.7,0.34,0.27,8.8,0.063,39,184,0.9969,3.09,0.63,9.2,0,6
1200,6.8,0.51,0.3,4.2,0.066,38,165,0.9945,3.2,0.42,9.1,0,5
1201,7.8,0.22,0.38,10.3,0.059,28,99,0.9967,3.12,0.47,10,0,6
1202,7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,0,6
1203,6,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,0,5
1204,6.1,0.26,0.51,2.2,0.05,61,154,0.9929,3.08,0.6,9.8,0,6
1205,6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,0,6
1206,7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,0,5
1207,6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8,0,5
1208,8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,0,6
1209,8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,0,6
1210,7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,0,5
1211,5.7,0.18,0.22,4.2,0.042,25,111,0.994,3.35,0.39,9.4,0,5
1212,7.3,0.3,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1,0,6
1213,7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,0,6
1214,7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,0,6
1215,7.4,0.26,0.3,7.9,0.049,38,157,0.9963,3.13,0.48,8.9,0,6
1216,7,0.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5,0,6
1217,7.1,0.31,0.5,14.5,0.059,6,148,0.9983,2.94,0.44,9.1,0,5
1218,7.3,0.2,0.37,1.2,0.037,48,119,0.992,3.32,0.49,10.9,0,6
1219,6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,0,5
1220,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,0,5
1221,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,0,5
1222,6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,0,5
1223,7,0.29,0.37,4.9,0.034,26,127,0.9928,3.17,0.44,10.8,0,6
1224,6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,0,6
1225,7.2,0.24,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8,0,6
1226,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,0,5
1227,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,0,5
1228,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,0,6
1229,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,0,6
1230,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,0,5
1231,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,0,5
1232,6.1,0.28,0.25,17.75,0.044,48,161,0.9993,3.34,0.48,9.5,0,5
1233,7.4,0.37,0.35,5.7,0.061,12,94,0.9965,3.48,0.69,10.7,0,6
1234,7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,0,6
1235,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,0,5
1236,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,0,5
1237,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,0,5
1238,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,0,5
1239,7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,0,6
1240,7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,0,6
1241,7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,0,6
1242,6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9,0,5
1243,6.5,0.26,0.43,8.9,0.083,50,171,0.9965,2.85,0.5,9,0,5
1244,5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,0,6
1245,7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,0,5
1246,6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,0,5
1247,7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,0,4
1248,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,0,6
1249,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,0,6
1250,5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,0,6
1251,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,0,5
1252,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,0,5
1253,6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,0,6
1254,6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,0,5
1255,6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,0,6
1256,5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,0,6
1257,7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,0,5
1258,5.6,0.35,0.14,5,0.046,48,198,0.9937,3.3,0.71,10.3,0,5
1259,5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,0,5
1260,6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9,0,4
1261,6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,0,6
1262,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,0,5
1263,6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,0,5
1264,6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,0,5
1265,6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,0,4
1266,7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9,0,6
1267,6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,0,5
1268,5.9,0.24,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,0,6
1269,7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,0,6
1270,9,0.27,0.35,4.9,0.028,27,95,0.9932,3.04,0.4,11.3,0,6
1271,7.3,0.34,0.21,3.2,0.05,14,136,0.9936,3.25,0.44,10.2,0,5
1272,6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,0,5
1273,6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10,0,4
1274,7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,0,5
1275,7,0.57,0.1,8.3,0.094,23,188,0.9972,3.4,0.47,9.2,0,4
1276,7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,0,5
1277,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,0,6
1278,7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,0,5
1279,6.8,0.22,0.37,1.7,0.036,38,195,0.9908,3.35,0.72,12.5,0,6
1280,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,0,6
1281,6.1,0.14,0.25,1.3,0.047,37,173,0.9925,3.35,0.46,10,0,6
1282,6.4,0.24,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3,0,5
1283,7.8,0.42,0.26,9.2,0.058,34,199,0.9972,3.14,0.55,9.3,0,6
1284,6.6,0.28,0.36,1.7,0.038,22,101,0.9912,3.29,0.57,11.6,0,6
1285,6.7,0.31,0.3,2.1,0.038,18,130,0.9928,3.36,0.63,10.6,0,6
1286,6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4,0,5
1287,6.1,0.28,0.25,6.9,0.056,44,201,0.9955,3.19,0.4,9.1,0,6
1288,5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,0,6
1289,6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,0,5
1290,6.8,0.34,0.69,1.3,0.058,12,171,0.9931,3.06,0.47,9.7,0,5
1291,5.9,0.25,0.25,11.3,0.052,30,165,0.997,3.24,0.44,9.5,0,6
1292,6.4,0.27,0.32,4.5,0.24,61,174,0.9948,3.12,0.48,9.4,0,5
1293,8.1,0.46,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2,0,5
1294,6.2,0.36,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9,0,5
1295,6.8,0.67,0.3,13,0.29,22,193,0.9984,3.08,0.67,9,0,4
1296,7.2,0.28,0.3,10.7,0.044,61,222,0.9972,3.14,0.5,9.1,0,6
1297,6.9,0.2,0.34,1.9,0.043,25,136,0.9935,3.31,0.6,10.1,0,4
1298,6.1,0.36,0.16,6.4,0.037,36,198,0.9944,3.17,0.62,9.9,0,6
1299,6,0.36,0.16,6.3,0.036,36,191,0.9942,3.17,0.62,9.8,0,5
1300,5.9,0.37,0.14,6.3,0.036,34,185,0.9944,3.17,0.63,9.8,0,5
1301,7.6,0.29,0.58,17.5,0.041,51,225,0.9997,3.16,0.66,9.5,0,6
1302,6.3,0.34,0.28,14.7,0.047,49,198,0.9977,3.23,0.46,9.5,0,5
1303,6.7,0.19,0.34,1,0.022,22,94,0.9912,3.23,0.57,11.1,0,6
1304,7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,0,5
1305,7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,0,5
1306,7.4,0.31,0.48,14.2,0.042,62,204,0.9983,3.06,0.59,9.4,0,5
1307,8.4,0.4,0.7,13.1,0.042,29,197,0.998,3.06,0.64,9.7,0,5
1308,6.6,0.38,0.18,1.2,0.042,20,84,0.9927,3.22,0.45,10.1,0,4
1309,6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5,0,6
1310,5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,0,6
1311,8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,0,5
1312,6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,0,5
1313,7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,0,6
1314,7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,0,6
1315,6.2,0.47,0.21,1,0.044,13,98,0.99345,3.14,0.46,9.2,0,5
1316,6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,0,5
1317,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,0,6
1318,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,0,6
1319,6.4,0.31,0.39,7.5,0.04,57,213,0.99475,3.32,0.43,10,0,5
1320,6,0.39,0.26,2.7,0.038,39,187,0.99325,3.41,0.5,10.8,0,6
1321,7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,0,6
1322,7,0.27,0.41,18.75,0.042,34,157,1.0002,2.96,0.5,9.1,0,5
1323,6.6,0.29,0.44,9,0.053,62,178,0.99685,3.02,0.45,8.9,0,5
1324,6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4,0,5
1325,6.9,0.31,0.34,1.6,0.032,23,128,0.9917,3.37,0.47,11.7,0,6
1326,6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2,0,5
1327,7,0.21,0.34,8,0.057,19,101,0.9954,2.99,0.59,9.4,0,5
1328,6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5,0,5
1329,6,0.33,0.27,0.8,0.185,12,188,0.9924,3.12,0.62,9.4,0,5
1330,6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4,0,6
1331,6.2,0.25,0.48,10,0.044,78,240,0.99655,3.25,0.47,9.5,0,6
1332,6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,0,6
1333,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,0,5
1334,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,0,6
1335,6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,0,6
1336,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,0,5
1337,6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,0,6
1338,6.9,0.39,0.4,4.6,0.022,5,19,0.9915,3.31,0.37,12.6,0,3
1339,5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,0,6
1340,7,0.2,0.37,2,0.03,26,136,0.9932,3.28,0.61,10.2,0,6
1341,5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,0,5
1342,7.4,0.38,0.27,7.5,0.041,24,160,0.99535,3.17,0.43,10,0,5
1343,7.4,0.2,1.66,2.1,0.022,34,113,0.99165,3.26,0.55,12.2,0,6
1344,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,0,6
1345,7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,0,6
1346,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,0,6
1347,7.3,0.3,0.42,7.35,0.025,51,175,0.9928,3.04,0.32,11.4,0,6
1348,7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,0,6
1349,6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,0,6
1350,6.7,0.2,0.42,14,0.038,83,160,0.9987,3.16,0.5,9.4,0,6
1351,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,0,6
1352,5.9,0.35,0.47,2.2,0.11,14,138,0.9932,3.09,0.5,9.1,0,5
1353,5.8,0.25,0.28,11.1,0.056,45,175,0.99755,3.42,0.43,9.5,0,5
1354,6.8,0.22,0.37,15.2,0.051,68,178,0.99935,3.4,0.85,9.3,0,6
1355,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,0,6
1356,7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,0,6
1357,6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,0,5
1358,5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,0,6
1359,6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,0,6
1360,7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,0,6
1361,6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2,0,5
1362,6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,0,6
1363,6.1,0.27,0.3,16.7,0.039,49,172,0.99985,3.4,0.45,9.4,0,5
1364,6.4,0.225,0.48,2.2,0.115,29,104,0.9918,3.24,0.58,12.1,0,6
1365,8.3,0.14,0.45,1.5,0.039,18,98,0.99215,3.02,0.56,11,0,6
1366,7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,0,5
1367,6,0.395,0,1.4,0.042,7,55,0.99135,3.37,0.38,11.2,0,4
1368,7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3,0,6
1369,7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,0,5
1370,7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,0,6
1371,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,0,6
1372,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,0,6
